"MST.nummer";"Unikt.prøvesæt.nummer";"Noter.på.plastic.posen";"Konc.målt.på.Qubit._ng.uL";"Dato.for.ekstraktion";"Ekstraktionsnummer";"Noter2";"Elueringvolumen.AE.buffer.uL";"Sub_Nmb_for_extraction";"Dato_for_indsml";"X.Noter2";"U_Pr_Nr";"MSTno_di";"wdt"
"763";"MST2023-065";"18";"ingen info på plastposen";"11.9";"2024-feb-05";"MST-SX33";NA;"400";"33_18";"2023-05-10";NA;"MST2023065";"MST2023065::2023-05-10";FALSE
"741";"MST2023-066";"21";"93730002,  1,0m, Jarob, Løgstør bredning";"1.4";"2024-jan-11";"MST-SX32";NA;"400";"32_21";"2023-08-21";NA;"MST2023066";"MST2023066::2023-08-21";FALSE
"771";"MST2023-067";"2";"Vensholm; 0301002; N54D56.215;E11D01.973";"14.6";"2024-feb-13";"MST-SX34";NA;"400";"34_02";"2023-10-03";NA;"MST2023067";"MST2023067::2023-10-03";FALSE
"744";"MST2023-074";"24";NA;"22.6";"2024-jan-11";"MST-SX32";NA;"400";"32_24";"2023-08-10";NA;"MST2023074";"MST2023074::2023-08-10";FALSE
"761";"MST2023-075";"16";NA;"11.6";"2024-feb-05";"MST-SX33";NA;"400";"33_16";"2023-08-03";NA;"MST2023075";"MST2023075::2023-08-03";FALSE
"703";"MST2023-076";"7";"03/08-23, 9700002";"21.1";"2024-jan-04";"MST-SX31";NA;"400";"31_07";"2023-08-03";NA;"MST2023076";"MST2023076::2023-08-03";FALSE
"707";"MST2023-077";"11";NA;"18.9";"2024-jan-04";"MST-SX31";NA;"400";"31_11";"2023-08-11";NA;"MST2023077";"MST2023077::2023-08-11";FALSE
"740";"MST2023-079";"20";"93730002,  1,0m, Jarob, Løgstør bredning";"14.2";"2024-jan-11";"MST-SX32";NA;"400";"32_20";"2023-08-21";NA;"MST2023079";"MST2023079::2023-08-21";FALSE
"776";"MST2023-081";"7";"Hovedskov, prøve 1 af 2";"18.8";"2024-feb-13";"MST-SX34";NA;"400";"34_07";"2023-10-02";NA;"MST2023081";"MST2023081::2023-10-02";FALSE
"783";"MST2023-082";"14";"Jacob Larsen, 4-10-2023, ROS60, 55D42.780; E12D04.000; 5m";"11.5";"2024-feb-13";"MST-SX34";NA;"400";"34_14";"2023-10-04";NA;"MST2023082";"MST2023082::2023-10-04";FALSE
"716";"MST2023-083";"20";"MHY, 23-05-23, 91320001, RKB1";"11.2";"2024-jan-04";"MST-SX31";NA;"400";"31_20";"2023-05-23";NA;"MST2023083";"MST2023083::2023-05-23";FALSE
"772";"MST2023-084";"3";"RKB1, 9-10-23";"4.78";"2024-feb-13";"MST-SX34";NA;"400";"34_03";"2023-10-09";NA;"MST2023084";"MST2023084::2023-10-09";FALSE
"773";"MST2023-085";"4";"RKB1, 9-10-23";"5.75";"2024-feb-13";"MST-SX34";NA;"400";"34_04";"2023-10-09";NA;"MST2023085";"MST2023085::2023-10-09";FALSE
"715";"MST2023-086";"19";"MHY, 23-05-23, 91320001, RKB1";"10.4";"2024-jan-04";"MST-SX31";NA;"400";"31_19";"2023-05-23";NA;"MST2023086";"MST2023086::2023-05-23";FALSE
"751";"MST2023-087";"6";NA;"14.1";"2024-feb-05";"MST-SX33";NA;"400";"33_06";"2023-05-17";NA;"MST2023087";"MST2023087::2023-05-17";FALSE
"781";"MST2023-088";"12";"Nivå, Makroalger, 97230016, 29/6";"18";"2024-feb-13";"MST-SX34";NA;"400";"34_12";"2023-06-29";NA;"MST2023088";"MST2023088::2023-06-29";FALSE
"752";"MST2023-089";"7";NA;"14.6";"2024-feb-05";"MST-SX33";NA;"400";"33_07";"2023-05-17";NA;"MST2023089";"MST2023089::2023-05-17";FALSE
"785";"MST2023-090";"16";"ingen info på plastposen";"18.4";"2024-feb-13";"MST-SX34";NA;"400";"34_16";"2023-06-22";NA;"MST2023090";"MST2023090::2023-06-22";FALSE
"782";"MST2023-091";"13";"Jacob Larsen, 4-10-2023, ROS60, 55D42.780; E12D04.000; 5m";"14.3";"2024-feb-13";"MST-SX34";NA;"400";"34_13";"2023-10-04";NA;"MST2023091";"MST2023091::2023-10-04";FALSE
"774";"MST2023-096";"5";"Station 93420310, 18.08.2023, Makroalger";"14.2";"2024-feb-13";"MST-SX34";NA;"400";"34_05";"2023-08-18";NA;"MST2023096";"MST2023096::2023-08-18";FALSE
"778";"MST2023-097";"9";"Kragskov rev, 93920064, Makroalger, Franks rev, 2023,5/6";"16.2";"2024-feb-13";"MST-SX34";NA;"400";"34_09";"2023-06-05";NA;"MST2023097";"MST2023097::2023-06-05";FALSE
"779";"MST2023-098";"10";"Kragskov rev, 93920064, Makroalger, Franks rev, 2023,5/6";"15.4";"2024-feb-13";"MST-SX34";NA;"400";"34_10";"2023-06-05";NA;"MST2023098";"MST2023098::2023-06-05";FALSE
"784";"MST2023-099";"15";"ingen info på plastposen";"17.7";"2024-feb-13";"MST-SX34";NA;"400";"34_15";"2023-06-22";NA;"MST2023099";"MST2023099::2023-06-22";FALSE
"780";"MST2023-102";"11";"Nivå, Makroalger, 97230016, 29/6";"15.4";"2024-feb-13";"MST-SX34";NA;"400";"34_11";"2023-06-29";NA;"MST2023102";"MST2023102::2023-06-29";FALSE
"767";"MST2023-108";"22";"ingen info på plastposen";"14.8";"2024-feb-05";"MST-SX33";NA;"400";"33_22";NA;NA;"MST2023108";"MST2023108::NA";FALSE
"725";"MST2023-111";"5";"Station 91500007, d.12.08.23, Fytoplankton";"19";"2024-jan-11";"MST-SX32";NA;"400";"32_05";"2023-08-12";NA;"MST2023111";"MST2023111::2023-08-12";FALSE
"730";"MST2023-113";"10";"91650035, 18/4-23";"8.95";"2024-jan-11";"MST-SX32";NA;"400";"32_10";"2023-03-17";NA;"MST2023113";"MST2023113::2023-03-17";FALSE
"731";"MST2023-114";"11";"91650035, 18/4-23";"10";"2024-jan-11";"MST-SX32";NA;"400";"32_11";"2023-03-17";NA;"MST2023114";"MST2023114::2023-03-17";FALSE
"726";"MST2023-115";"6";"Station 91500007, d.12.08.23, Fytoplankton";"18";"2024-jan-11";"MST-SX32";NA;"400";"32_06";"2023-08-12";NA;"MST2023115";"MST2023115::2023-08-12";FALSE
"749";"MST2023-117";"4";NA;"13";"2024-feb-05";"MST-SX33";NA;"400";"33_04";"2023-09-11";NA;"MST2023117";"MST2023117::2023-09-11";FALSE
"738";"MST2023-118";"18";"CDF17 / 94230001";"19.6";"2024-jan-11";"MST-SX32";NA;"400";"32_18";"2023-06-19";NA;"MST2023118";"MST2023118::2023-06-19";FALSE
"750";"MST2023-119";"5";NA;"13";"2024-feb-05";"MST-SX33";NA;"400";"33_05";"2023-09-11";NA;"MST2023119";"MST2023119::2023-09-11";FALSE
"739";"MST2023-120";"19";"CDF17 / 94230001";"21.6";"2024-jan-11";"MST-SX32";NA;"400";"32_19";"2023-06-19";NA;"MST2023120";"MST2023120::2023-06-19";FALSE
"719";"MSTNEC_SX31";"23";NA;"0";"2024-jan-04";"MST-SX31";NA;"400";"31_23";NA;NA;"MSTNEC_SX31";"MSTNEC_SX31::NA";FALSE
"745";"MSTNEC_SX32";"25";NA;"0";"2024-jan-11";"MST-SX32";NA;"400";"32_25";NA;NA;"MSTNEC_SX32";"MSTNEC_SX32::NA";FALSE
"769";"MSTNEC_SX33";"24";"neg ekstraktionskontrol";"0";"2024-feb-05";"MST-SX33";NA;"400";"33_24";NA;NA;"MSTNEC_SX33";"MSTNEC_SX33::NA";FALSE
"786";"MSTNEC_SX34";"17";"neg ekstraktionskontrol";"0";"2024-feb-13";"MST-SX34";NA;"400";"34_17";NA;NA;"MSTNEC_SX34";"MSTNEC_SX34::NA";FALSE
"787";"MSTNEC_SX34";"18";"Ekstra linje med excel formler for at letteregøre sub number for extraction";"0";"2024-feb-13";"MST-SX34";NA;"400";"0";NA;NA;"MSTNEC_SX34";"MSTNEC_SX34::NA";FALSE
"200";"MSTSX06_NEC";"17";"Negativ ekstraktionskontrol";"0";"2020-jun-08";"MST-SX06";NA;"350";"06_17";"#N/A-NA-#N/A";NA;"MSTSX06_NEC";"MSTSX06_NEC::#N/A-NA-#N/A";FALSE
"216";"MSTSX07_NEC";"16";"Negativ ekstraktionskontrol";"0";"2020-jun-26";"MST-SX07";NA;"350";"07_16";"#N/A-NA-#N/A";NA;"MSTSX07_NEC";"MSTSX07_NEC::#N/A-NA-#N/A";FALSE
"232";"MSTSX08_NEC";"16";"Negativ ekstraktionskontrol";"0";"2020-jun-30";"MST-SX08";NA;"350";"08_16";"#N/A-NA-#N/A";NA;"MSTSX08_NEC";"MSTSX08_NEC::#N/A-NA-#N/A";FALSE
"265";"MSTSX09_NEC";"33";"Negativ ekstraktionskontrol";"0";"2020-aug-27";"MST-SX09";NA;"350";"09_33";"#N/A-NA-#N/A";NA;"MSTSX09_NEC";"MSTSX09_NEC::#N/A-NA-#N/A";FALSE
"297";"MSTSX10_NEC";"32";"Negativ ekstraktionskontrol";"0";"2020-sep-08";"MST-SX10";NA;"350";"10_32";"#N/A-NA-#N/A";NA;"MSTSX10_NEC";"MSTSX10_NEC::#N/A-NA-#N/A";FALSE
"313";"MSTSX11_NEC";"16";"Negativ ekstraktionskontrol";"0";"2020-sep-15";"MST-SX11";NA;"350";"11_16";NA;NA;"MSTSX11_NEC";"MSTSX11_NEC::NA";FALSE
"346";"MSTSX12_NEC";"33";"Negativ ekstraktionskontrol";"0";"2020-okt-19";"MST-SX12";NA;"350";"12_33";"#N/A-NA-#N/A";NA;"MSTSX12_NEC";"MSTSX12_NEC::#N/A-NA-#N/A";FALSE
"363";"MSTSX13_NEC";"17";"Negativ ekstraktionskontrol";"0";"2020-okt-22";"MST-SX13";NA;"350";"13_17";"#N/A-NA-#N/A";NA;"MSTSX13_NEC";"MSTSX13_NEC::#N/A-NA-#N/A";FALSE
"372";"MSTSX14_NEC";"9";"Negativ ekstraktionskontrol";"0";"2020-okt-27";"MST-SX14";NA;"350";"14_09";"#N/A-NA-#N/A";NA;"MSTSX14_NEC";"MSTSX14_NEC::#N/A-NA-#N/A";FALSE
"396";"MSTSX15_NEC";"24";"Negativ ekstraktionskontrol";"0";"2020-okt-29";"MST-SX15";NA;"350";"15_24";"#N/A-NA-#N/A";NA;"MSTSX15_NEC";"MSTSX15_NEC::#N/A-NA-#N/A";FALSE
"430";"MSTSX16_NEC";"34";"Negativ ekstraktionskontrol";"0";"2020-nov-17";"MST-SX16";NA;"350";"16_34";"#N/A-NA-#N/A";NA;"MSTSX16_NEC";"MSTSX16_NEC::#N/A-NA-#N/A";FALSE
"442";"MSTSX17_NEC";"12";"Negativ ekstraktionskontrol";"0";"2020-nov-20";"MST-SX17";NA;"350";"17_12";"#N/A-NA-#N/A";NA;"MSTSX17_NEC";"MSTSX17_NEC::#N/A-NA-#N/A";FALSE
"455";"MSTSX18_NEC";"13";"Negativ ekstraktionskontrol";"0";"2020-dec-01";"MST-SX18";NA;"350";"18_13";"#N/A-NA-#N/A";NA;"MSTSX18_NEC";"MSTSX18_NEC::#N/A-NA-#N/A";FALSE
"480";"MSTSX19_NEC";"25";"Negativ ekstraktionskontrol";"0";"2021-mar-05";"MST-SX19";NA;"350";"19_25";"#N/A-NA-#N/A";NA;"MSTSX19_NEC";"MSTSX19_NEC::#N/A-NA-#N/A";FALSE
"490";"MSTSX20_NEC";"10";"Negativ ekstraktionskontrol";"0";"2021-mar-31";"MST-SX20";NA;"350";"20_10";"#N/A-NA-#N/A";NA;"MSTSX20_NEC";"MSTSX20_NEC::#N/A-NA-#N/A";FALSE
"537";"MSTSX23_NEC";"8";NA;"0.134";"2022-jan-06";"MST-SX23";NA;"400";"23_08";"#N/A-NA-#N/A";NA;"MSTSX23_NEC";"MSTSX23_NEC::#N/A-NA-#N/A";FALSE
"590";NA;NA;NA;NA;NA;NA;NA;NA;NA;"--";NA;NA;"NA::--";FALSE
"696";NA;NA;NA;NA;NA;NA;NA;NA;NA;"--";NA;NA;"NA::--";FALSE
"183";NA;"20170830-1";NA;NA;NA;NA;"MST_No3";"350";NA;"2017-08-30";NA;NA;"NA::2017-08-30";FALSE
"600";"NEC_SX26";"10";NA;"0";"'2023-jan24";"MST-SX26";NA;"400";"26_10";"#N/A-NA-#N/A";NA;"NEC_SX26";"NEC_SX26::#N/A-NA-#N/A";FALSE
"636";"NEC_SX27";"19";NA;"0";"'2023-jan31";"MST-SX27";NA;"400";"27_19";"#N/A-NA-#N/A";NA;"NEC_SX27";"NEC_SX27::#N/A-NA-#N/A";FALSE
"667";"NEC_SX28";"25";NA;"0";"2023-feb-10";"MST-SX28";NA;"400";"28_25";"#N/A-NA-#N/A";NA;"NEC_SX28";"NEC_SX28::#N/A-NA-#N/A";FALSE
"689";"NEC_SX29";"21";NA;"0.0392";"2023-may-05";"MST-SX29";NA;"400";"29_21";"#N/A-NA-#N/A";NA;"NEC_SX29";"NEC_SX29::#N/A-NA-#N/A";FALSE
"569";"NEC";"24";NA;"0";"2022-jan-11";"MST-SX24";NA;"400";"24_24";"#N/A-NA-#N/A";NA;"NEC";"NEC::#N/A-NA-#N/A";FALSE
"589";"NEC";"20";NA;"0";"2022-feb-01";"MST-SX25";NA;"400";"25_20";"#N/A-NA-#N/A";NA;"NEC";"NEC::#N/A-NA-#N/A";FALSE
